% Model,WG_straight_副本.mph,,
% Version,COMSOL 6.2.0.339,,
% Date,"Sep 14 2025, 10:04",,
% Table,,,
% wg_width (um),sample_freq (1/s),neff (m^2),
5,2.19E+14,1.587296558,1.26E-12
5,2.19E+14,1.602526609,1.22E-12
5,2.20E+14,1.4451363949469862-3.085257392815492E-5i,1.62E-10
5,2.20E+14,1.4840420432981087-2.395425913829154E-16i,1.77E-12
5,2.20E+14,1.52819773,1.48E-12
5,2.20E+14,1.563344211,1.34E-12
5,2.20E+14,1.588537224,1.25E-12
5,2.20E+14,1.603638696,1.21E-12
5.5,1.70E+14,1.4390976197477392-7.874904186767202E-5i,1.28E-10
5.5,1.70E+14,1.4395415332947283-6.770664152804432E-5i,1.60E-10
5.5,1.70E+14,1.451297141883262-3.2000468376124357E-9i,3.93E-12
5.5,1.70E+14,1.4934909264864689-5.986982337418276E-15i,2.60E-12
5.5,1.70E+14,1.526204031,2.25E-12
5.5,1.70E+14,1.546200869,2.10E-12
5.5,1.71E+14,1.4392796767769462-7.625173732559535E-5i,1.28E-10
5.5,1.71E+14,1.4397057049908606-6.611637059469393E-5i,1.60E-10
5.5,1.71E+14,1.4530874227085233-1.305012859997738E-9i,3.73E-12
5.5,1.71E+14,1.4951893936768077-3.3526278133166973E-15i,2.55E-12
5.5,1.71E+14,1.527623083,2.22E-12
5.5,1.71E+14,1.547427838,2.08E-12
5.5,1.72E+14,1.439455160310624-7.404392881042895E-5i,1.28E-10
5.5,1.72E+14,1.4398675565622518-6.45291620993035E-5i,1.60E-10
5.5,1.72E+14,1.4549018934723053-5.469737472867695E-10i,3.57E-12
5.5,1.72E+14,1.496882127229251-2.0100501801036863E-15i,2.51E-12
5.5,1.72E+14,1.529037371,2.20E-12
5.5,1.72E+14,1.548652112,2.05E-12
5.5,1.73E+14,1.439624931301959-7.209070616029354E-5i,1.28E-10
5.5,1.73E+14,1.440027251136681-6.295898149825595E-5i,1.60E-10
5.5,1.73E+14,1.456735622932938-2.347033904084151E-10i,3.43E-12
5.5,1.73E+14,1.4985690035682175-1.1286381692418213E-15i,2.47E-12
5.5,1.73E+14,1.530446922,2.17E-12
5.5,1.73E+14,1.549873708,2.03E-12
5.5,1.74E+14,1.4397899364732003-7.017194417941245E-5i,1.28E-10
5.5,1.74E+14,1.440184988081195-6.139727862147246E-5i,1.61E-10
5.5,1.74E+14,1.4585846465912757-1.0278026137118206E-10i,3.30E-12
5.5,1.74E+14,1.500249913497059-5.710174172630486E-16i,2.43E-12
5.5,1.74E+14,1.531851764,2.14E-12
5.5,1.74E+14,1.551092646,2.01E-12
5.5,1.75E+14,1.4399507001346392-6.847349805830027E-5i,1.28E-10
5.5,1.75E+14,1.440340979406218-5.982826903338932E-5i,1.61E-10
5.5,1.75E+14,1.4604457203774157-4.58157232265816E-11i,3.19E-12
5.5,1.75E+14,1.5019247609145645-2.516641054870174E-16i,2.39E-12
5.5,1.75E+14,1.533251923,2.11E-12
5.5,1.75E+14,1.552308944,1.98E-12
5.5,1.76E+14,1.4401076528153118-6.680446752026726E-5i,1.28E-10
5.5,1.76E+14,1.4404955136475535-5.825062876717443E-5i,1.61E-10
5.5,1.76E+14,1.462316151049615-2.074496187506902E-11i,3.09E-12
5.5,1.76E+14,1.5035934616568158-2.657959366923655E-16i,2.36E-12
5.5,1.76E+14,1.534647427,2.09E-12
5.5,1.76E+14,1.553522616,1.96E-12
5.5,1.77E+14,1.4402611274458503-6.524869072277468E-5i,1.28E-10
5.5,1.77E+14,1.4406489253144805-5.66421124277365E-5i,1.61E-10
5.5,1.77E+14,1.4641936757203697-9.524667479937952E-12i,3.00E-12
5.5,1.77E+14,1.5052559424502467-1.8418234034637804E-16i,2.32E-12
5.5,1.77E+14,1.536038303,2.06E-12
5.5,1.77E+14,1.55473368,1.94E-12
5.5,1.78E+14,1.440411380823299-6.376192537418163E-5i,1.28E-10
5.5,1.78E+14,1.440801665560717-5.4987696678437366E-5i,1.61E-10
5.5,1.78E+14,1.4660763739686464-4.4276463098472406E-12i,2.92E-12
5.5,1.78E+14,1.50691214,2.29E-12
5.5,1.78E+14,1.537424578,2.04E-12
5.5,1.78E+14,1.55594215,1.92E-12
5.5,1.79E+14,1.4405586641188652-6.232928836315195E-5i,1.28E-10
5.5,1.79E+14,1.4409543453687839-5.325891472887032E-5i,1.61E-10
5.5,1.79E+14,1.467962602234755-2.0815361514494198E-12i,2.85E-12
5.5,1.79E+14,1.508562,2.26E-12
5.5,1.79E+14,1.538806279,2.01E-12
5.5,1.79E+14,1.557148039,1.90E-12
5.5,1.80E+14,1.4407031086336326-6.098634343969121E-5i,1.28E-10
5.5,1.80E+14,1.4411078295996453-5.141542870909025E-5i,1.61E-10
5.5,1.80E+14,1.469850943861184-9.884560952053195E-13i,2.78E-12
5.5,1.80E+14,1.510205476,2.22E-12
5.5,1.80E+14,1.540183434,1.99E-12
5.5,1.80E+14,1.55835136,1.88E-12
5.5,1.81E+14,1.4408449229629554-5.96799427765855E-5i,1.28E-10
5.5,1.81E+14,1.441263431792666-4.9396437943042466E-5i,1.60E-10
5.5,1.81E+14,1.4717401703765232-4.736972239777639E-13i,2.71E-12
5.5,1.81E+14,1.511842531,2.19E-12
5.5,1.81E+14,1.541556069,1.97E-12
5.5,1.81E+14,1.559552126,1.86E-12
5.5,1.82E+14,1.440984228868272-5.842539011590595E-5i,1.29E-10
5.5,1.82E+14,1.4414232297079175-4.710773326787213E-5i,1.59E-10
5.5,1.82E+14,1.4736292110256006-2.29032992316972E-13i,2.65E-12
5.5,1.82E+14,1.513473133,2.16E-12
5.5,1.82E+14,1.54292421,1.95E-12
5.5,1.82E+14,1.560750347,1.84E-12
5.5,1.83E+14,1.4411211644349176-5.71579020590484E-5i,1.29E-10
5.5,1.83E+14,1.4415907629443232-4.4390852725986604E-5i,1.57E-10
5.5,1.83E+14,1.4755171284579949-1.1152704812489797E-13i,2.59E-12
5.5,1.83E+14,1.515097256,2.13E-12
5.5,1.83E+14,1.544287886,1.92E-12
5.5,1.83E+14,1.561946036,1.82E-12
5.5,1.84E+14,1.4412557640698136-5.6067053074553714E-5i,1.29E-10
5.5,1.84E+14,1.4417725438295825-4.096579923865155E-5i,1.51E-10
5.5,1.84E+14,1.4774030990909472-5.479044253120641E-14i,2.54E-12
5.5,1.84E+14,1.516714881,2.10E-12
5.5,1.84E+14,1.545647121,1.90E-12
5.5,1.84E+14,1.5631392,1.80E-12
5.5,1.85E+14,1.4413882010099481-5.494705520978619E-5i,1.29E-10
5.5,1.85E+14,1.4419817515949556-3.631769611040698E-5i,1.36E-10
5.5,1.85E+14,1.4792863970720387-2.7022347046178874E-14i,2.49E-12
5.5,1.85E+14,1.518325995,2.08E-12
5.5,1.85E+14,1.547001942,1.88E-12
5.5,1.85E+14,1.564329851,1.78E-12
5.5,1.86E+14,1.4415185430920812-5.3838596003871366E-5i,1.29E-10
5.5,1.86E+14,1.4422478696901149-2.953196470470708E-5i,9.98E-11
5.5,1.86E+14,1.4811663810508617-1.349461591758441E-14i,2.44E-12
5.5,1.86E+14,1.519930588,2.05E-12
5.5,1.86E+14,1.548352375,1.86E-12
5.5,1.86E+14,1.565517997,1.77E-12
5.5,1.87E+14,1.4416468221692336-5.28215847015188E-5i,1.29E-10
5.5,1.87E+14,1.4426407858029504-1.9610352346927554E-5i,4.78E-11
5.5,1.87E+14,1.4830424831689335-6.685168635129846E-15i,2.40E-12
5.5,1.87E+14,1.521528656,2.02E-12
5.5,1.87E+14,1.549698446,1.84E-12
5.5,1.87E+14,1.566703647,1.75E-12
5.5,1.88E+14,1.4417732983138092-5.1739757742048795E-5i,1.29E-10
5.5,1.88E+14,1.443298747872443-8.559579245734523E-6i,1.70E-11
5.5,1.88E+14,1.484914199820319-3.4550426215372573E-15i,2.35E-12
5.5,1.88E+14,1.523120198,2.00E-12
5.5,1.88E+14,1.55104018,1.82E-12
5.5,1.88E+14,1.567886807,1.73E-12
5.5,1.89E+14,1.4418978464294423-5.070631107809154E-5i,1.29E-10
5.5,1.89E+14,1.4443368083655208-2.313739341546642E-6i,7.96E-12
5.5,1.89E+14,1.4867810838401456-1.722650842821078E-15i,2.31E-12
5.5,1.89E+14,1.524705218,1.97E-12
5.5,1.89E+14,1.552377603,1.80E-12
5.5,1.89E+14,1.569067485,1.72E-12
5.5,1.90E+14,1.4420205799594867-4.977042030085562E-5i,1.29E-10
5.5,1.90E+14,1.4456957087813955-5.162140070734026E-7i,5.36E-12
5.5,1.90E+14,1.4886427378549056-8.586446387415092E-16i,2.27E-12
5.5,1.90E+14,1.526283721,1.95E-12
5.5,1.90E+14,1.553710739,1.78E-12
5.5,1.90E+14,1.570245688,1.70E-12
5.5,1.91E+14,1.4421416698299414-4.8763669196883665E-5i,1.29E-10
5.5,1.91E+14,1.447256708609547-1.1803407399490138E-7i,4.33E-12
5.5,1.91E+14,1.4904988085863158-3.563321287286063E-16i,2.24E-12
5.5,1.91E+14,1.527855718,1.92E-12
5.5,1.91E+14,1.555039613,1.76E-12
5.5,1.91E+14,1.571421422,1.68E-12
5.5,1.92E+14,1.4422610781920948-4.784950051023416E-5i,1.29E-10
5.5,1.92E+14,1.4489433814760988-2.9234824413064375E-8i,3.79E-12
5.5,1.92E+14,1.492348981943598-1.8491697806367039E-16i,2.20E-12
5.5,1.92E+14,1.529421221,1.90E-12
5.5,1.92E+14,1.556364249,1.75E-12
5.5,1.92E+14,1.572594694,1.67E-12
5.5,1.93E+14,1.4423788235734092-4.6826140908661274E-5i,1.29E-10
5.5,1.93E+14,1.4507137286471536-7.845096645874048E-9i,3.45E-12
5.5,1.93E+14,1.494192979,2.16E-12
5.5,1.93E+14,1.530980244,1.88E-12
5.5,1.93E+14,1.557684672,1.73E-12
5.5,1.93E+14,1.573765507,1.65E-12
5.5,1.94E+14,1.4425217471415674-5.2461576736657866E-5i,1.60E-10
5.5,1.94E+14,1.45254318716864-2.2565380996740867E-9i,3.22E-12
5.5,1.94E+14,1.496030551,2.13E-12
5.5,1.94E+14,1.532532807,1.86E-12
5.5,1.94E+14,1.559000905,1.71E-12
5.5,1.94E+14,1.574933868,1.64E-12
5.5,1.95E+14,1.4426560393916144-5.076047425804038E-5i,1.60E-10
5.5,1.95E+14,1.4544160914900557-6.881462000187625E-10i,3.04E-12
5.5,1.95E+14,1.497861479,2.10E-12
5.5,1.95E+14,1.534078927,1.84E-12
5.5,1.95E+14,1.560312972,1.69E-12
5.5,1.95E+14,1.576099781,1.62E-12
5.5,1.96E+14,1.4427833633015295-4.9274765254792974E-5i,1.60E-10
5.5,1.96E+14,1.4563217143701999-2.2046245501345733E-10i,2.89E-12
5.5,1.96E+14,1.499685568,2.07E-12
5.5,1.96E+14,1.535618626,1.82E-12
5.5,1.96E+14,1.561620896,1.68E-12
5.5,1.96E+14,1.577263251,1.61E-12
5.5,1.97E+14,1.442905441191207-4.794634495137711E-5i,1.60E-10
5.5,1.97E+14,1.4582523038163364-7.36573826520069E-11i,2.77E-12
5.5,1.97E+14,1.501502646,2.04E-12
5.5,1.97E+14,1.537151929,1.79E-12
5.5,1.97E+14,1.5629247,1.66E-12
5.5,1.97E+14,1.578424281,1.59E-12
5.5,1.98E+14,1.4430233872210683-4.675110970433545E-5i,1.61E-10
5.5,1.98E+14,1.4602020253337662-2.551424155142545E-11i,2.67E-12
5.5,1.98E+14,1.503312561,2.01E-12
5.5,1.98E+14,1.538678859,1.78E-12
5.5,1.98E+14,1.564224407,1.64E-12
5.5,1.98E+14,1.579582875,1.58E-12
5.5,1.99E+14,1.443137948509403-4.563356593069761E-5i,1.61E-10
5.5,1.99E+14,1.4621663483378147-9.119925448858095E-12i,2.59E-12
5.5,1.99E+14,1.505115179,1.98E-12
5.5,1.99E+14,1.540199443,1.76E-12
5.5,1.99E+14,1.565520038,1.63E-12
5.5,1.99E+14,1.580739036,1.56E-12
5.5,2.00E+14,1.4432496216902584-4.459695213384595E-5i,1.61E-10
5.5,2.00E+14,1.4641416677414147-3.3509993721196487E-12i,2.51E-12
5.5,2.00E+14,1.506910386,1.95E-12
5.5,2.00E+14,1.541713708,1.74E-12
5.5,2.00E+14,1.566811617,1.61E-12
5.5,2.00E+14,1.581892768,1.55E-12
5.5,2.01E+14,1.4433587725062322-4.36302524338664E-5i,1.61E-10
5.5,2.01E+14,1.466125058547622-1.2615591814104897E-12i,2.44E-12
5.5,2.01E+14,1.5086980783780446+2.35082072197752E-16i,1.93E-12
5.5,2.01E+14,1.543221684,1.72E-12
5.5,2.01E+14,1.568099165,1.60E-12
5.5,2.01E+14,1.583044074,1.54E-12
5.5,2.02E+14,1.4434656993971338-4.268847224873638E-5i,1.61E-10
5.5,2.02E+14,1.4681141099523052-4.856009879428172E-13i,2.38E-12
5.5,2.02E+14,1.51047817,1.90E-12
5.5,2.02E+14,1.5447234,1.70E-12
5.5,2.02E+14,1.569382703,1.58E-12
5.5,2.02E+14,1.584192955,1.52E-12
5.5,2.03E+14,1.4435706441486902-4.181727327327219E-5i,1.61E-10
5.5,2.03E+14,1.4701068092411915-1.905937921185133E-13i,2.32E-12
5.5,2.03E+14,1.512250585,1.88E-12
5.5,2.03E+14,1.546218887,1.68E-12
5.5,2.03E+14,1.570662252,1.57E-12
5.5,2.03E+14,1.585339415,1.51E-12
5.5,2.04E+14,1.4436737462174922-4.099128132084824E-5i,1.61E-10
5.5,2.04E+14,1.4721014581216123-7.626093652238373E-14i,2.27E-12
5.5,2.04E+14,1.51401526,1.85E-12
5.5,2.04E+14,1.547708177,1.66E-12
5.5,2.04E+14,1.571937834,1.55E-12
5.5,2.04E+14,1.586483456,1.50E-12
5.5,2.05E+14,1.4437751238728131-4.020585601171702E-5i,1.61E-10
5.5,2.05E+14,1.4740966109009128-3.097040717828064E-14i,2.22E-12
5.5,2.05E+14,1.515772142,1.83E-12
5.5,2.05E+14,1.549191301,1.65E-12
5.5,2.05E+14,1.573209469,1.54E-12
5.5,2.05E+14,1.587625079,1.48E-12
5.5,2.06E+14,1.4438749126838197-3.944186744837759E-5i,1.61E-10
5.5,2.06E+14,1.476091027810591-1.2723278667120025E-14i,2.18E-12
5.5,2.06E+14,1.517521187,1.81E-12
5.5,2.06E+14,1.550668294,1.63E-12
5.5,2.06E+14,1.574477177,1.53E-12
5.5,2.06E+14,1.588764287,1.47E-12
5.5,2.07E+14,1.4439731854093385-3.865941043887371E-5i,1.61E-10
5.5,2.07E+14,1.4780836390969674-5.211948045815271E-15i,2.14E-12
5.5,2.07E+14,1.51926236,1.79E-12
5.5,2.07E+14,1.552139189,1.62E-12
5.5,2.07E+14,1.575740978,1.51E-12
5.5,2.07E+14,1.589901081,1.46E-12
5.5,2.08E+14,1.4440700276873324-3.805419771726339E-5i,1.61E-10
5.5,2.08E+14,1.4800735169353476-2.243906622388968E-15i,2.10E-12
5.5,2.08E+14,1.520995634,1.77E-12
5.5,2.08E+14,1.55360402,1.60E-12
5.5,2.08E+14,1.577000893,1.50E-12
5.5,2.08E+14,1.591035462,1.45E-12
5.5,2.09E+14,1.4442140540731496-2.7051429097016358E-5i,1.26E-10
5.5,2.09E+14,1.4820598531405604-1.0695156540356194E-15i,2.06E-12
5.5,2.09E+14,1.522720988,1.75E-12
5.5,2.09E+14,1.555062821,1.58E-12
5.5,2.09E+14,1.57825694,1.49E-12
5.5,2.09E+14,1.592167433,1.43E-12
5.5,2.10E+14,1.444415243728099-2.1793174630651922E-5i,9.92E-11
5.5,2.10E+14,1.484041941246473-4.452272179190088E-16i,2.02E-12
5.5,2.10E+14,1.524438409,1.73E-12
5.5,2.10E+14,1.556515628,1.57E-12
5.5,2.10E+14,1.57950914,1.47E-12
5.5,2.10E+14,1.593296994,1.42E-12
5.5,2.11E+14,1.444775245447761-1.1994565060753531E-5i,3.67E-11
5.5,2.11E+14,1.486019161930107-2.535898576231613E-16i,1.99E-12
5.5,2.11E+14,1.526147889,1.71E-12
5.5,2.11E+14,1.557962475,1.55E-12
5.5,2.11E+14,1.580757511,1.46E-12
5.5,2.11E+14,1.594424146,1.41E-12
5.5,2.12E+14,1.4455514368570077-2.801781874201298E-6i,9.34E-12
5.5,2.12E+14,1.4879909710317427-2.142604496814151E-16i,1.96E-12
5.5,2.12E+14,1.527849427,1.69E-12
5.5,2.12E+14,1.559403399,1.54E-12
5.5,2.12E+14,1.582002071,1.45E-12
5.5,2.12E+14,1.59554889,1.40E-12
5.5,2.13E+14,1.446827699014306-4.736945695867123E-7i,4.89E-12
5.5,2.13E+14,1.4899568896155961-4.011148027359832E-16i,1.93E-12
5.5,2.13E+14,1.529543024,1.67E-12
5.5,2.13E+14,1.560838435,1.52E-12
5.5,2.13E+14,1.58324284,1.44E-12
5.5,2.13E+14,1.596671228,1.39E-12
5.5,2.14E+14,1.4483993755523954-8.033931622680347E-8i,3.71E-12
5.5,2.14E+14,1.491916496,1.90E-12
5.5,2.14E+14,1.531228688,1.65E-12
5.5,2.14E+14,1.56226762,1.51E-12
5.5,2.14E+14,1.584479835136239-1.7933209843211702E-16i,1.42E-12
5.5,2.14E+14,1.597791159,1.38E-12
5.5,2.15E+14,1.4501319758008981-4.473372259596086E-8i,3.19E-12
5.5,2.15E+14,1.4938694170078275-2.7107871033118254E-16i,1.87E-12
5.5,2.15E+14,1.532906431,1.63E-12
5.5,2.15E+14,1.5636909878319785+2.1314460137823835E-16i,1.50E-12
5.5,2.15E+14,1.585713075,1.41E-12
5.5,2.15E+14,1.598908686,1.37E-12
5.5,2.16E+14,1.4519641881290934-6.676356199805002E-9i,2.89E-12
5.5,2.16E+14,1.495815325481591-2.091003040046073E-16i,1.84E-12
5.5,2.16E+14,1.534576269,1.62E-12
5.5,2.16E+14,1.5651085764478834-1.818477537462269E-16i,1.48E-12
5.5,2.16E+14,1.586942577,1.40E-12
5.5,2.16E+14,1.6000238072121673-2.294562316540607E-16i,1.36E-12
5.5,2.17E+14,1.453863941278513-4.3771742460904587E-10i,2.68E-12
5.5,2.17E+14,1.497753932,1.82E-12
5.5,2.17E+14,1.5362382194019075-3.4481116141881073E-16i,1.60E-12
5.5,2.17E+14,1.566520422,1.47E-12
5.5,2.17E+14,1.588168359733505+3.081783099149171E-16i,1.39E-12
5.5,2.17E+14,1.6011365247117346+2.290120498171911E-16i,1.35E-12
5.5,2.18E+14,1.4558118002712153-2.2972081445500378E-10i,2.53E-12
5.5,2.18E+14,1.4996849808357942-2.9605813439386695E-16i,1.79E-12
5.5,2.18E+14,1.537892305,1.58E-12
5.5,2.18E+14,1.5679265595223253+7.073575607740833E-16i,1.46E-12
5.5,2.18E+14,1.589390439,1.38E-12
5.5,2.18E+14,1.602246838639874-3.047502219908658E-16i,1.34E-12
5.5,2.19E+14,1.4577950141194267+2.575030248218368E-10i,2.41E-12
5.5,2.19E+14,1.5016082486225335+2.957948981805694E-16i,1.77E-12
5.5,2.19E+14,1.539538550437029-5.18936565055126E-16i,1.57E-12
5.5,2.19E+14,1.569327026,1.44E-12
5.5,2.19E+14,1.5906088334293207+6.029034820665293E-16i,1.37E-12
5.5,2.19E+14,1.6033547494651061+4.562162843457226E-16i,1.33E-12
5.5,2.20E+14,1.4598046614100104-4.835653095989853E-9i,2.32E-12
5.5,2.20E+14,1.5035235382658318+3.931837609313428E-16i,1.75E-12
5.5,2.20E+14,1.541176983,1.55E-12
5.5,2.20E+14,1.5707218585793759+3.4473641978963896E-16i,1.43E-12
5.5,2.20E+14,1.591823559,1.36E-12
5.5,2.20E+14,1.6044602576136555-5.311799836117036E-16i,1.32E-12
6,1.70E+14,1.4391565503516075-7.59160932226104E-5i,1.28E-10
6,1.70E+14,1.4395999099448507-6.438714230702407E-5i,1.60E-10
6,1.70E+14,1.4640705187819991-1.6439514442389133E-11i,3.38E-12
6,1.70E+14,1.501846902082019-8.831238448075514E-16i,2.68E-12
6,1.70E+14,1.530051058,2.40E-12
6,1.70E+14,1.547174127,2.26E-12
6,1.71E+14,1.4393255258906041-7.405389670568951E-5i,1.28E-10
6,1.71E+14,1.439778266253213-6.202405637790994E-5i,1.60E-10
6,1.71E+14,1.4659473451139104-7.970300823263023E-12i,3.29E-12
6,1.71E+14,1.5034926378065367-4.724316600639855E-16i,2.64E-12
6,1.71E+14,1.53143872,2.37E-12
6,1.71E+14,1.548392588,2.24E-12
6,1.72E+14,1.4394910599698676-7.237680812940683E-5i,1.28E-10
6,1.72E+14,1.4399588538315764-5.944296876136245E-5i,1.59E-10
6,1.72E+14,1.4678259318443303-3.902289530370187E-12i,3.21E-12
6,1.72E+14,1.5051319432146861-2.2854206622363566E-16i,2.60E-12
6,1.72E+14,1.532821787,2.34E-12
6,1.72E+14,1.549608429,2.21E-12
6,1.73E+14,1.4396533075732674-7.070607755701417E-5i,1.28E-10
6,1.73E+14,1.4401440877294136-5.6526100418465874E-5i,1.58E-10
6,1.73E+14,1.4697050412027082-1.9276271865043515E-12i,3.13E-12
6,1.73E+14,1.506764784,2.56E-12
6,1.73E+14,1.534200292,2.31E-12
6,1.73E+14,1.550821669,2.19E-12
6,1.74E+14,1.4398124875195368-6.911087602636696E-5i,1.28E-10
6,1.74E+14,1.440338046264627-5.307228898977692E-5i,1.55E-10
6,1.74E+14,1.471583600358531-9.600371345830303E-13i,3.06E-12
6,1.74E+14,1.508391135,2.52E-12
6,1.74E+14,1.535574271,2.28E-12
6,1.74E+14,1.552032327,2.16E-12
6,1.75E+14,1.439968750284884-6.757196360208556E-5i,1.28E-10
6,1.75E+14,1.440548180752316-4.874346114254797E-5i,1.49E-10
6,1.75E+14,1.4734606752398705-4.815223870480864E-13i,2.99E-12
6,1.75E+14,1.510010974,2.48E-12
6,1.75E+14,1.536943756,2.25E-12
6,1.75E+14,1.553240421,2.14E-12
6,1.76E+14,1.4401221758094538-6.605186827969193E-5i,1.28E-10
6,1.76E+14,1.440789351686643-4.291639771856498E-5i,1.33E-10
6,1.76E+14,1.47533544951482-2.433532495075215E-13i,2.93E-12
6,1.76E+14,1.511624288,2.45E-12
6,1.76E+14,1.538308781,2.23E-12
6,1.76E+14,1.554445966,2.12E-12
6,1.77E+14,1.4402729181186535-6.460666097404001E-5i,1.28E-10
6,1.77E+14,1.44109398467352-3.455361395586683E-5i,9.61E-11
6,1.77E+14,1.477207207520773-1.2355581522267906E-13i,2.87E-12
6,1.77E+14,1.513231069,2.42E-12
6,1.77E+14,1.539669378,2.20E-12
6,1.77E+14,1.555648978,2.09E-12
6,1.78E+14,1.440421185036683-6.324881212176646E-5i,1.28E-10
6,1.78E+14,1.4415352060030762-2.2741381303649253E-5i,4.67E-11
6,1.78E+14,1.4790753202547002-6.322178786061287E-14i,2.81E-12
6,1.78E+14,1.514831312,2.38E-12
6,1.78E+14,1.54102558,2.18E-12
6,1.78E+14,1.556849472,2.07E-12
6,1.79E+14,1.4405670107087072-6.186609602089059E-5i,1.28E-10
6,1.79E+14,1.442245918148039-1.0110518461635318E-5i,1.78E-11
6,1.79E+14,1.4809392337665237-3.253353928802766E-14i,2.76E-12
6,1.79E+14,1.51642502,2.35E-12
6,1.79E+14,1.542377418,2.15E-12
6,1.79E+14,1.558047461,2.05E-12
6,1.80E+14,1.4407104565648792-6.055734019089206E-5i,1.28E-10
6,1.80E+14,1.4433239484928628-2.932386137282437E-6i,8.82E-12
6,1.80E+14,1.4827984594609047-1.684794872632627E-14i,2.71E-12
6,1.80E+14,1.518012195,2.32E-12
6,1.80E+14,1.543724922,2.13E-12
6,1.80E+14,1.559242958,2.03E-12
6,1.81E+14,1.4408516874891353-5.9303415295662386E-5i,1.29E-10
6,1.81E+14,1.444708057984884-7.143917611851074E-7i,6.06E-12
6,1.81E+14,1.4846525659302099-8.716289291795195E-15i,2.66E-12
6,1.81E+14,1.519592848,2.29E-12
6,1.81E+14,1.545068124,2.10E-12
6,1.81E+14,1.560435974,2.01E-12
6,1.82E+14,1.440990830492093-5.8033454047344724E-5i,1.29E-10
6,1.82E+14,1.4462863899649279-1.7714600154112667E-7i,4.93E-12
6,1.82E+14,1.486501172028131-4.462387638346594E-15i,2.61E-12
6,1.82E+14,1.52116699,2.26E-12
6,1.82E+14,1.546407054,2.08E-12
6,1.82E+14,1.561626522,1.99E-12
6,1.83E+14,1.4411278734806288-5.6824232845748274E-5i,1.29E-10
6,1.83E+14,1.447985787776175-4.718481663878942E-8i,4.32E-12
6,1.83E+14,1.4883439409571-2.2932468949767465E-15i,2.57E-12
6,1.83E+14,1.522734636,2.23E-12
6,1.83E+14,1.54774174,2.06E-12
6,1.83E+14,1.562814611,1.97E-12
6,1.84E+14,1.4412630753334748-5.563004685804957E-5i,1.29E-10
6,1.84E+14,1.4497655050242326-1.3534253594883627E-8i,3.94E-12
6,1.84E+14,1.4901805751910415-1.2994319890651376E-15i,2.53E-12
6,1.84E+14,1.524295805,2.20E-12
6,1.84E+14,1.549072212,2.03E-12
6,1.84E+14,1.564000251,1.95E-12
6,1.85E+14,1.4414036973458944-6.290720729496273E-5i,1.60E-10
6,1.85E+14,1.451601621983755-4.143052776077192E-9i,3.68E-12
6,1.85E+14,1.492010812091659-6.748151957528471E-16i,2.49E-12
6,1.85E+14,1.525850515,2.18E-12
6,1.85E+14,1.550398499,2.01E-12
6,1.85E+14,1.565183451,1.93E-12
6,1.86E+14,1.4415569220075353-6.0784760597786115E-5i,1.60E-10
6,1.86E+14,1.4534788917838204-1.3401919606913027E-9i,3.47E-12
6,1.86E+14,1.4938344201042877-3.5013012637915917E-16i,2.45E-12
6,1.86E+14,1.527398791,2.15E-12
6,1.86E+14,1.551720627,1.99E-12
6,1.86E+14,1.566364219,1.91E-12
6,1.87E+14,1.4417020728940195-5.893951637514068E-5i,1.60E-10
6,1.87E+14,1.4553868926691078-4.542333519218982E-10i,3.31E-12
6,1.87E+14,1.495651195441542-2.288189642066884E-16i,2.41E-12
6,1.87E+14,1.528940656,2.12E-12
6,1.87E+14,1.553038625,1.97E-12
6,1.87E+14,1.567542564,1.89E-12
6,1.88E+14,1.4418410940118582-5.7304633692249586E-5i,1.60E-10
6,1.88E+14,1.4573181087546154-1.6019588245295047E-10i,3.18E-12
6,1.88E+14,1.497460959,2.37E-12
6,1.88E+14,1.530476136,2.10E-12
6,1.88E+14,1.554352519,1.95E-12
6,1.88E+14,1.568718493,1.87E-12
6,1.89E+14,1.4419752812479738-5.580666099829242E-5i,1.60E-10
6,1.89E+14,1.4592668947849927-5.84612211551686E-11i,3.06E-12
6,1.89E+14,1.4992635547065432-2.404665132601749E-16i,2.34E-12
6,1.89E+14,1.532005261,2.07E-12
6,1.89E+14,1.555662336,1.93E-12
6,1.89E+14,1.569892013,1.85E-12
6,1.90E+14,1.442105446160589-5.442981149612629E-5i,1.60E-10
6,1.90E+14,1.4612288760162215-2.1977582740556554E-11i,2.96E-12
6,1.90E+14,1.501058845,2.30E-12
6,1.90E+14,1.533528058,2.05E-12
6,1.90E+14,1.556968101,1.91E-12
6,1.90E+14,1.571063129,1.84E-12
6,1.91E+14,1.4422322120349005-5.312894297949803E-5i,1.60E-10
6,1.91E+14,1.4632005785287572-8.479934473580997E-12i,2.87E-12
6,1.91E+14,1.502846713,2.27E-12
6,1.91E+14,1.53504456,2.03E-12
6,1.91E+14,1.55826984,1.89E-12
6,1.91E+14,1.572231848,1.82E-12
6,1.92E+14,1.442355991132421-5.1913202629742645E-5i,1.60E-10
6,1.92E+14,1.465179189742071-3.348142432691073E-12i,2.79E-12
6,1.92E+14,1.504627055,2.24E-12
6,1.92E+14,1.536554797,2.00E-12
6,1.92E+14,1.559567579,1.87E-12
6,1.92E+14,1.573398174,1.80E-12
6,1.93E+14,1.4424771084336323-5.076271890689406E-5i,1.61E-10
6,1.93E+14,1.4671623966702358-1.3492609370517416E-12i,2.72E-12
6,1.93E+14,1.506399784,2.21E-12
